city,categories,count
pittsburgh,Tea Rooms,909
peoria,Preschools,85
stuttgart,Museums,388
scottsdale,Movers,704
las vegas,Watch Repair,857
fairview park,Skin Care,94
parma,Furniture Stores,26
gilbert,Skating Rinks,36
stuttgart,Vegan,299
olmsted falls,Go Karts,19
pittsburgh,Dry Cleaning,135
midland,Plumbing,7
las vegas,Home Automation,613
davidson,Grocery,38
westlake,Hair Stylists,36
solon,Pet Sitting,7
matthews,Vegan,386
pittsburgh,Banks & Credit Unions,109
indian trail,Internal Medicine,8
glendale,Wills,10
chandler,Electricians,101
broadview heights,Fruits & Veggies,4
stoughton,Bakeries,42
westlake,Bars,1604
scottsdale,Plastic Surgeons,119
mesa,Electricians,327
middleton,Hotels & Travel,287
edinburgh,Transportation,458
madison,Hair Extensions,36
macedonia,Burgers,114
glendale,Movers,108
broadview heights,Plumbing,26
bethel park,Orthodontists,15
gilbert,Shutters,58
peoria,Aquarium Services,13
new kensington,Nail Salons,14
wexford,Child Care & Day Care,8
toronto,Outdoor Gear,219
henderson,Seafood,10189
creighton,Burgers,10
berea,Event Planning & Services,83
mentor-on-the-lake,Pizza,10
medina,Active Life,133
champaign,Heating & Air Conditioning/HVAC,76
glendale,Life Coach,18
mcdonald,American (Traditional),8
statesville,Event Planning & Services,3
north versailles,Australian,6
fitchburg,Convenience Stores,7
northfield,Plumbing,8
university heights,Massage,24
henderson,Bike Repair/Maintenance,115
aurora,Movers,3
phoenix,Patisserie/Cake Shop,100
kannapolis,Donuts,7
fairview,Cheese Shops,21
north ridgeville,Coffee & Tea,10
madison,Carpeting,22
stoughton,Pet Services,12
wexford,Mags,14
markham,Photography Stores & Services,20
phoenix,Machine & Tool Rental,47
chandler,Video/Film Production,41
hinckley,Fruits & Veggies,3
hinckley,Nightlife,18
brampton,Portuguese,176
mentor,Sporting Goods,39
gibsonia,Veterinarians,9
litchfield park,Hospice,7
scottsdale,Pet Breeders,25
chandler,Trampoline Parks,282
oakville,Cosmetology Schools,3
peoria,Public Services & Government,42
lorain,Soul Food,6
pineville,Photography Stores & Services,12
avalon,Electricians,4
fountain hills,Acupuncture,8
brampton,Asian Fusion,248
waxhaw,Gift Shops,12
cornelius,Cupcakes,19
pittsburgh,Travel Services,84
stow,Tires,32
rantoul,Event Planning & Services,15
las vegas,Crane Services,4
las vegas,Afghan,361
brooklyn,Barbeque,79
fairlawn,Vinyl Records,5
glendale,Poke,305
sun city,American (New),13
charlotte,Tea Rooms,100
livingston,Active Life,12
madison,Cards & Stationery,111
wesley chapel,Greek,55
brentwood,Burgers,11
middlefield,Chimney Sweeps,5
westlake,Appliances & Repair,5
north royalton,Active Life,40
mentor,Convenience Stores,11
oakville,Spanish,21
oakville,Reiki,3
coraopolis,Oil Change Stations,17
glenshaw,Bakeries,8
urbana,Medical Supplies,24
saint joseph,Food,8
willoughby hills,Party & Event Planning,3
laveen,Drugstores,23
south euclid,Pharmacy,5
scottsdale,Shared Office Spaces,63
strongsville,Irish,21
coraopolis,Steakhouses,27
seven hills,American (New),50
verona,Tex-Mex,51
gastonia,Windows Installation,3
gilbert,Bed & Breakfast,22
solon,Optometrists,6
chandler,Ethnic Food,724
stanley,Massage,7
coraopolis,Bakeries,9
huntersville,Wedding Planning,54
verona,Grocery,39
sheffield,Grocery,3
elrama,Restaurants,23
madison,Tasting Classes,207
brunswick,Towing,3
streetsboro,Florists,8
canonsburg,Fitness & Instruction,9
henderson,Registration Services,87
fort mill,Lounges,33
henderson,Boat Charters,72
north las vegas,Home Window Tinting,51
richmond hill,Nail Technicians,9
murrysville,Septic Services,3
concord,Shoe Repair,7
independence,Vegan,107
black earth,Shopping,48
edinburgh,Jazz & Blues,94
irwin,Wine Bars,26
wickliffe,Party Bus Rentals,19
el mirage,Bikes,5
tuscola,Pizza,17
irwin,Hobby Shops,3
scotland,American (Traditional),55
cleveland,Leather Goods,28
brampton,Dim Sum,86
wexford,Gluten-Free,112
aurora,Tea Rooms,12
champaign,Medical Centers,27
carnegie,Contractors,6
montreal,Auto Detailing,10
fort mill,Cajun/Creole,39
independence,Cheesesteaks,47
gastonia,Vegetarian,4
spring valley,Ice Cream & Frozen Yogurt,78
rankin,Arts & Entertainment,5
verona,Drywall Installation & Repair,3
brecksville,Chiropractors,4
markham,Walk-in Clinics,14
emsworth,Wine Bars,53
painesville,Bowling,5
glendale,Stadiums & Arenas,448
edinburgh,Outlet Stores,12
cleveland,Siding,10
fitchburg,Cocktail Bars,60
bay village,Caterers,15
indian trail,Auto Detailing,6
markham,Video/Film Production,3
mesa,Casinos,12
georgetown,Thai,9
heidelberg,Junk Removal & Hauling,7
avon,Hobby Shops,10
gilbert,Boat Repair,10
chandler,Sleep Specialists,5
laveen,Eyewear & Opticians,8
plum,Indian,51
pittsburgh,Venezuelan,49
north las vegas,Office Equipment,42
phoenix,Reptile Shops,30
willowick,Gun/Rifle Ranges,12
mayfield heights,Massage,9
monona,Dry Cleaning & Laundry,3
scarborough,Jewelry,9
avondale,Session Photography,9
paradise valley,General Dentistry,29
mayfield heights,Tex-Mex,8
hiram,Butcher,6
brentwood,Coffee & Tea,9
broadlands,Building Supplies,4
thornhill,IT Services & Computer Repair,13
lyndhurst,Accessories,44
homestead,Public Services & Government,12
bay village,American (Traditional),74
westlake,Shopping Centers,89
madison,Leisure Centers,24
verona,Soup,3
middleton,Swimming Pools,7
cave creek,Pet Boarding,46
goodyear,Paint Stores,9
garfield heights,Pizza,3
surprise,Lounges,185
edinburgh,Shades & Blinds,4
pittsburgh,Pressure Washers,9
litchfield,Diners,3
warrensville heights,Swimming Lessons/Schools,5
amherst,Japanese,68
rural ridge,Restaurants,13
phoenix,Clock Repair,15
westlake,Battery Stores,6
belleville,Home & Garden,4
university heights,Mediterranean,5
euclid,Car Rental,6
south euclid,Tex-Mex,6
stanley,Tires,5
brooklyn,Apartments,11
monroeville,Cheesesteaks,8
hudson,Car Rental,5
boulder city,Laundromat,5
waxhaw,Siding,3
pittsburgh,Fondue,137
lakewood,Landscape Architects,9
higley,Appliances & Repair,4
chandler,Doctors,2880
henderson,Sandwiches,9848
las vegas,Hot Tub & Pool,769
toronto,Laundry Services,914
las vegas,Diagnostic Services,1779
beachwood,Battery Stores,9
glendale,IT Services & Computer Repair,403
dunfermline,Mags,3
las vegas,Wine & Spirits,30887
huntersville,Burgers,713
cornelius,Eyebrow Services,19
montreal,Pakistani,61
toronto,Latin American,3325
champaign,Watches,19
sun prairie,Mags,16
concord,Wheel & Rim Repair,23
edinburgh,Lingerie,67
hudson,Active Life,50
scottsdale,Cinema,2122
mesa,Wholesale Stores,284
surprise,Chiropractors,65
vaughan,Laser Hair Removal,40
toronto,Bike Repair/Maintenance,490
champaign,Real Estate Services,65
peoria,Gift Shops,33
strongsville,Event Planning & Services,264
peoria,Breweries,623
charlotte,Outdoor Gear,239
north las vegas,Automotive,3045
blue diamond,Animal Shelters,222
concord,Auto Repair,400
chandler,Auto Insurance,77
kent,Italian,89
twinsburg,Bars,199
scottsdale,Dry Cleaning & Laundry,915
new kensington,Auto Repair,15
silver lake,Heating & Air Conditioning/HVAC,4
surprise,Women's Clothing,113
las vegas,Nanny Services,157
painesville,Nightlife,166
las vegas,Traffic Ticketing Law,493
chester,Computers,11
urbana,Dry Cleaning & Laundry,9
las vegas,Spanish,8650
westlake,Coffee & Tea,90
mesa,Wigs,135
vaughan,Health Markets,56
west mifflin,Local Services,42
oakville,Pet Groomers,18
pittsburgh,Test Preparation,7
toronto,Electricians,38
matthews,Convenience Stores,20
chandler,Discount Store,327
north las vegas,Nail Salons,1486
newmarket,Comfort Food,52
las vegas,TV Mounting,377
stuttgart,International Grocery,15
madison,Imported Food,26
phoenix,Popcorn Shops,3
monroeville,Home & Rental Insurance,3
north royalton,Insurance,3
madison,Nutritionists,18
newmarket,Seafood,195
brampton,Health & Medical,106
litchfield park,Endodontists,33
henderson,Festivals,120
waxhaw,Sandwiches,129
kent,Contractors,7
glendale,Laser Hair Removal,188
toronto,Furniture Reupholstery,52
charlotte,Taiwanese,220
mesa,Tours,263
matthews,Windows Installation,17
monroeville,Pets,113
north york,Soup,228
oakville,Acupuncture,3
oakdale,Formal Wear,3
westlake,Real Estate Agents,8
el mirage,Active Life,64
charlotte,Henna Artists,12
olmsted falls,Beer,15
bethel park,Fast Food,22
edinburgh,African,197
avon lake,Wineries,35
pickering,Asian Fusion,3
west mifflin,American (Traditional),283
north las vegas,Computers,124
markham,Persian/Iranian,20
terrebonne,Canadian (New),12
urbana,Gutter Services,5
gastonia,Nail Salons,125
phoenix,Ethiopian,375
willoughby hills,Drugstores,10
copley,Sandwiches,54
lakewood,Pubs,2084
glendale,Child Care & Day Care,98
fountain hills,Vegetarian,83
richmond hill,Appliances & Repair,20
cottage grove,Gas Stations,8
gilbert,Southern,1401
madison,Comfort Food,823
urbana,Oil Change Stations,88
charlotte,Kickboxing,51
toronto,Dinner Theater,265
willowick,Auto Repair,7
broadview heights,Bakeries,94
broadview heights,Breakfast & Brunch,31
wickliffe,Southern,6
belmont,American (Traditional),338
richmond hill,Afghan,126
gilbert,Town Car Service,54
chandler,Beverage Store,152
crafton,Automotive,26
kent,Electronics,19
chandler,Drywall Installation & Repair,36
mount horeb,Fashion,21
madison,Moroccan,186
toronto,Truck Rental,110
sheffield,Nightlife,31
phoenix,Photography Classes,19
oakdale,Nightlife,36
oakville,Community Service/Non-Profit,7
cornelius,Home Organization,4
cornelius,Pet Stores,23
pickering,Golf,10
painesville,Wine & Spirits,27
middlefield,Home Decor,3
west mifflin,Nightlife,131
youngtown,Drugstores,16
oakville,Men's Clothing,7
fairlawn,Professional Services,16
warrensville heights,Beer,27
mentor,Bakeries,70
oakdale,Tattoo,3
glendale,Swimming Lessons/Schools,7
valley view,Windows Installation,4
north olmsted,Trainers,7
middleton,Banks & Credit Unions,7
brampton,Gastropubs,73
lakewood,Art Classes,9
springfield,Flowers & Gifts,3
spring valley,Boot Camps,11
kent,Ophthalmologists,6
las vegas,Beer Gardens,1513
middlefield,Coffee & Tea,6
surprise,Siding,8
wesley chapel,Pets,4
tempe,Dim Sum,5
gilbert,Payroll Services,13
concord,Towing,8
waxhaw,Department Stores,17
goodyear,Watch Repair,33
waunakee,Tree Services,11
gilbert,Prenatal/Perinatal Care,10
rocky river,Art Galleries,7
cleveland,Hiking,10
boulder city,Nail Salons,71
georgetown,Party & Event Planning,3
pittsburgh,Middle Schools & High Schools,9
carnegie,Water Purification Services,8
mcmurray,Burgers,42
monona,Hiking,9
urbana,Packing Supplies,3
sun prairie,Furniture Stores,11
brook park,Lounges,10
shaker heights,IT Services & Computer Repair,3
livingston,Real Estate Services,3
urbana,Awnings,3
north ridgeville,Gas Stations,14
glenshaw,Dentists,3
parma,Halal,129
peoria,Leather Goods,41
carnegie,Beauty & Spas,52
vaughan,Cannabis Clinics,3
brecksville,Donuts,14
pineville,Tex-Mex,17
north olmsted,Bed & Breakfast,14
guadalupe,Gift Shops,9
willowick,Hardware Stores,7
davidson,Apartments,3
euclid,Orthodontists,7
white oak,Diners,15
stoughton,Amusement Parks,12
pineville,Battery Stores,6
tolleson,Soup,18
bloomfield,Pubs,4
avon,Wholesale Stores,26
shadyside,Restaurants,23
madison,Vehicle Shipping,4
mcfarland,Party Supplies,4
columbia station,Florists,12
charlotte,Scottish,27
wickliffe,Country Clubs,4
north randall,Active Life,38
mesa,Gay Bars,7
avon lake,Couriers & Delivery Services,7
pepper pike,Spanish,14
bedford,Framing,3
hudson,Chinese,34
euclid,Bagels,4
terrebonne,Chocolatiers & Shops,3
cleveland heights,Tobacco Shops,3
maple heights,Bars,3
madison,Podiatrists,6
kirtland,Local Services,39
carefree,Butcher,18
stoughton,Boat Repair,3
willowdale,Arts & Entertainment,7
carefree,Screen Printing,3
valley city,Golf,11
harrisburg,Doctors,21
gastonia,Home Inspectors,3
cornelius,Car Rental,29
hudson,Parks,6
garfield heights,Meat Shops,7
surprise,Sushi Bars,550
belmont,Medical Centers,20
pleasant hills,Buffets,33
north las vegas,Keys & Locksmiths,14
phoenix,Homeless Shelters,14
cornelius,Web Design,6
scarborough,Tattoo,11
gilbert,Medical Transportation,8
concord,Hair Extensions,8
litchfield park,Periodontists,19
concord,Office Equipment,3
sun lakes,Pizza,23
carnegie,Appliances,10
cornelius,Child Care & Day Care,15
tempe,Livestock Feed & Supply,92
fitchburg,Art Galleries,9
elyria,Self Storage,3
inverness,Thai,3
fort mill,Fruits & Veggies,16
leetsdale,Books,4
rillton,Home Services,3
north las vegas,Vintage & Consignment,26
boulder city,Hair Extensions,37
sewickley,Yoga,11
penn hills,Thrift Stores,5
macedonia,Telecommunications,4
vaughan,Personal Shopping,3
maple heights,Hair Removal,3
pineville,Farming Equipment,6
middleburg heights,Real Estate Services,6
sun prairie,IT Services & Computer Repair,3
brunswick,Candy Stores,3
markham,Framing,3
charlotte,Cheese Shops,130
pittsburgh,Women's Clothing,819
charlotte,Wraps,356
huntersville,Fashion,224
stallings,Auto Repair,4
medina,Pizza,136
north las vegas,Nightlife,2389
glenshaw,Home Services,31
las vegas,Yoga,2582
goodyear,Doctors,412
new town,Nightlife,21
montreal,Mediterranean,127
tempe,Candy Stores,114
peoria,Dance Schools,32
chagrin falls,French,18
matthews,Pizza,562
fountain hills,Local Services,287
north olmsted,Furniture Stores,72
avondale,Wholesale Stores,65
willoughby,Bars,558
chandler,Dry Cleaning,80
cornelius,Florists,23
las vegas,Shades & Blinds,1210
cleveland,Pubs,5082
stuttgart,Bakeries,440
middleton,Ethnic Food,143
phoenix,Laundry Services,1680
mesa,Farmers Market,658
vaughan,Salad,108
phoenix,Title Loans,81
gastonia,Orthodontists,9
edinburgh,Tours,764
aurora,Chinese,179
mesa,Oral Surgeons,338
vaughan,Bike Repair/Maintenance,3
fairview park,Home & Garden,6
surprise,Tiling,75
matthews,Gyms,68
madison,Whiskey Bars,32
mcmurray,Belgian,56
pineville,Contractors,20
carefree,Sewing & Alterations,21
westlake,Music Venues,73
urbana,Mobile Phones,3
mesa,Formal Wear,140
fairport harbor,Bars,85
savoy,Furniture Stores,4
newmarket,Afghan,14
lakewood,Vegetarian,910
sun prairie,Hotels,16
north royalton,Vintage & Consignment,3
cornelius,Preschools,3
north olmsted,Active Life,99
markham,Transportation,11
indian trail,Golf,9
toronto,Holiday Decorations,3
las vegas,Musicians,1508
phoenix,Junkyards,6
cleveland,Boat Charters,45
fort mill,Couriers & Delivery Services,6
scottsdale,Cooking Schools,514
vaughan,Toy Stores,59
pittsburgh,Wraps,144
chandler,Party & Event Planning,793
north york,Skin Care,80
unionville,American (Traditional),554
university heights,Local Services,17
avondale,Makeup Artists,8
south park,Restaurants,73
pittsburgh,Nanny Services,3
oakville,Car Wash,12
phoenix,Public Relations,17
saint joseph,Restaurants,64
edinburgh,Laundry Services,44
amherst,Specialty Food,34
medina,Sports Bars,162
gilbert,Check Cashing/Pay-day Loans,4
medina,Tattoo,7
cleveland heights,Pharmacy,18
oakdale,Breakfast & Brunch,42
el mirage,Windshield Installation & Repair,10
boulder city,Paddleboarding,76
boulder city,Yoga,11
chandler,Cabinetry,120
gibsonia,Nail Salons,46
markham,Internet Cafes,15
avondale,Tobacco Shops,59
cuyahoga falls,Department Stores,10
vaughan,Session Photography,5
verona,General Dentistry,28
las vegas,Mobility Equipment Sales & Services,78
tega cay,Mexican,13
willoughby,Apartments,6
phoenix,Mobile Home Dealers,3
richmond hill,Car Stereo Installation,23
phoenix,Civic Center,130
urbana,Beer Gardens,32
huntersville,Landscaping,18
scottsdale,Caribbean,126
north york,Naturopathic/Holistic,23
litchfield park,Masonry/Concrete,10
emsworth,Diners,25
mayfield,Pizza,23
tempe,Crane Services,4
dalkeith,Bars,3
pickering,Buffets,34
pittsburg,Car Dealers,8
north las vegas,Gymnastics,21
cleveland,Ramen,808
phoenix,Shared Office Spaces,99
lorain,Contractors,8
gibsonia,Thrift Stores,4
mayfield heights,Electronics Repair,20
broadview heights,Pharmacy,4
waunakee,Home Decor,10
mount holly,General Dentistry,3
kirtland,Amusement Parks,12
chandler,Acai Bowls,152
phoenix,Contract Law,12
north royalton,Delis,56
pineville,Advertising,3
urbana,Waxing,22
champaign,Patio Coverings,3
woodbridge,Contractors,4
glendale,Countertop Installation,46
gilbert,Ethnic Food,87
litchfield park,Security Systems,14
sloan,Landmarks & Historical Buildings,293
richmond hill,Juice Bars & Smoothies,47
brampton,Car Wash,29
cave creek,Customized Merchandise,80
stuttgart,Backshop,17
madison,Arcades,78
sun city,Home Decor,12
sun city,Carpet Cleaning,7
gilbert,Firearm Training,5
twinsburg,Ethnic Food,21
northfield,Bars,92
cottage grove,Pets,7
chesterland,Automotive,21
boulder city,Pet Sitting,21
rantoul,Tex-Mex,24
goodyear,Summer Camps,12
north olmsted,Tiling,7
clairton,Nightlife,29
pittsburgh,Pool Halls,60
vaughan,Seafood Markets,4
pickering,Auto Detailing,8
peoria,RV Rental,16
toronto,Psychologists,3
henderson,Pakistani,106
terrebonne,Ice Cream & Frozen Yogurt,3
indian trail,Pediatricians,3
emsworth,Italian,53
peoria,Shaved Ice,11
monticello,American (New),50
maple,Sports Bars,36
maple heights,Auto Repair,3
urbana,Farmers Market,32
cottage grove,Diagnostic Services,3
cleveland heights,Data Recovery,8
lakewood,Pharmacy,21
champaign,Colleges & Universities,66
heidelberg,Antiques,4
phoenix,Empanadas,6
scottsdale,Civic Center,19
medina,Parks,7
toronto,Bike Shop,53
glendale,Videographers,23
morgan,Hair Salons,3
pepper pike,Gas Stations,24
allison park,Sporting Goods,5
broadview heights,Cosmetics & Beauty Supply,4
henderson,Medical Supplies,75
hudson,Farmers Market,3
bloomfield,Bars,4
canonsburg,Juice Bars & Smoothies,12
sun city,Speakeasies,17
south euclid,Comfort Food,19
frazer,Cosmetics & Beauty Supply,5
phoenix,Fondue,424
mount holly,Coffee & Tea,33
cleveland heights,Arts & Crafts,17
savoy,Specialty Schools,8
rantoul,Party Supplies,3
broadview heights,Furniture Stores,3
presto,Contractors,4
medina,Motorcycle Repair,7
moreland hills,Food,55
parma heights,Vape Shops,10
mcdonald,Bakeries,3
canonsburg,Guns & Ammo,3
madison,Psychologists,4
scottsdale,Argentine,6
independence,Travel Services,3
finleyville,Sandwiches,22
chandler,Solar Installation,29
toronto,Shaved Snow,121
glenshaw,Electricians,10
chandler,Special Education,5
brampton,Real Estate Law,6
chandler,Farming Equipment,3
mayfield heights,Musical Instruments & Teachers,11
allison park,Hobby Shops,3
carefree,Arts & Crafts,11
unionville,Dental Hygienists,3
stuttgart,Electronics Repair,3
glenshaw,Tiki Bars,35
north york,Hakka,30
mentor,Beer Gardens,27
amherst,Arts & Crafts,6
vaughan,Archery,4
allison park,Custom Cakes,9
cleveland heights,Nail Technicians,30
surprise,Dermatologists,10
west mifflin,Mattresses,13
boulder city,Mobile Phone Repair,3
el mirage,Motorsport Vehicle Repairs,3
warrensville heights,Automotive,3
sun prairie,Tapas/Small Plates,13
penn hills,Arts & Entertainment,10
nord,Tours,11
allison park,Tree Services,3
copley,Tires,5
